Row ID,Order ID,Order Date ,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit  percentage
5858,CA-2015-112214,05-08-2015,08-11-2015,Standard Class,BD-11605,Brian Dahlen,Consumer,US,Monroe,Louisiana,71203,South,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,32.40,5,0.00,15.55,208.4%
8581,CA-2014-130673,05-08-2015,22-05-2014,First Class,SC-20380,Shahid Collister,Consumer,US,Fairfield,Connecticut,6824,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,30.88,2,0.00,15.44,200.0%
8582,CA-2014-130673,05-08-2015,22-05-2014,First Class,SC-20380,Shahid Collister,Consumer,US,Fairfield,Connecticut,6824,East,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16,2,0.00,120.94,384.6%
8583,CA-2014-130673,05-08-2015,22-05-2014,First Class,SC-20380,Shahid Collister,Consumer,US,Fairfield,Connecticut,6824,East,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,27.12,4,0.00,12.48,217.3%
8584,CA-2014-130673,05-08-2015,22-05-2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,US,Chicago,Illinois,60610,Central,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,19.46,4,0.20,2.19,888.6%
2130,US-2014-114188,05-08-2015,22-05-2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,US,Chicago,Illinois,60610,Central,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.99,2,0.30,9,2333.2%
2131,US-2014-114188,05-08-2015,22-05-2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,US,Chicago,Illinois,60610,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1-2"" Golf Pencils",29.76,5,0.20,1.86,1600.0%
2132,US-2014-114188,05-08-2015,22-05-2014,Same Day,SU-20665,Stephanie Ulpright,Home Office,US,Chicago,Illinois,60610,Central,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,89.77,1,0.30,-2.56,-3506.6%
2307,CA-2015-160794,06-08-2015,08-08-2015,First Class,CC-12100,Chad Cunningham,Home Office,US,Los Angeles,California,90049,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.57,2,0.20,18.12,1333.2%
9542,CA-2015-135251,06-08-2015,08-10-2015,Standard Class,HD-14785,Harold Dahlen,Home Office,US,Philadelphia,Pennsylvania,19143,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,18.31,4,0.70,-12.21,-150.0%
9543,CA-2015-135251,06-08-2015,08-10-2015,Standard Class,HD-14785,Harold Dahlen,Home Office,US,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,25.92,5,0.20,9.07,285.8%
9544,CA-2015-135251,06-08-2015,08-10-2015,Standard Class,HD-14785,Harold Dahlen,Home Office,US,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.02,3,0.20,1,802.0%
9545,CA-2015-135251,06-08-2015,08-10-2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,US,Saint Petersburg,Florida,33710,South,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,173.49,7,0.20,54.22,320.0%
3506,CA-2014-166863,06-08-2015,24-06-2014,Standard Class,HM-14860,Harry Marie,Corporate,US,Huntsville,Texas,77340,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.66,7,0.32,-225.1,-425.0%
3508,CA-2014-166863,06-08-2015,24-06-2014,Standard Class,RD-19480,Rick Duston,Consumer,US,San Francisco,California,94122,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.90,5,0.00,105.98,500.0%
3509,CA-2014-166863,06-08-2015,24-06-2014,Standard Class,RD-19480,Rick Duston,Consumer,US,San Francisco,California,94122,West,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,99.30,10,0.00,41.71,238.1%
3510,CA-2014-166863,06-08-2015,24-06-2014,Standard Class,RD-19480,Rick Duston,Consumer,US,San Francisco,California,94122,West,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,108.96,2,0.00,30.51,357.1%
3511,CA-2014-166863,06-08-2015,24-06-2014,Standard Class,RD-19480,Rick Duston,Consumer,US,San Francisco,California,94122,West,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.69,1,0.20,0.84,320.2%
3512,CA-2014-166863,06-08-2015,24-06-2014,Standard Class,ES-14020,Erica Smith,Consumer,US,Los Angeles,California,90049,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.49,7,0.20,884.06,266.7%
8146,US-2014-112949,06-08-2015,27-06-2014,Second Class,VM-21685,Valerie Mitchum,Home Office,US,Seattle,Washington,98105,West,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48,1,0.00,3.11,208.4%
8147,US-2014-112949,06-08-2015,27-06-2014,Second Class,VM-21685,Valerie Mitchum,Home Office,US,Seattle,Washington,98105,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,0.00,1.86,2500.5%
5155,US-2015-124219,07-08-2015,08-08-2015,First Class,CC-12100,Chad Cunningham,Home Office,US,Los Angeles,California,90049,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395.00,5,0.00,39.5,1000.0%
5156,US-2015-124219,07-08-2015,08-08-2015,First Class,CC-12100,Chad Cunningham,Home Office,US,Los Angeles,California,90049,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.17,4,0.20,70.56,888.8%
8899,CA-2015-163237,07-08-2015,08-09-2015,Standard Class,DL-12925,Daniel Lacy,Consumer,US,Minneapolis,Minnesota,55407,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3,0.00,11.16,1110.8%
8900,CA-2015-163237,07-08-2015,08-09-2015,First Class,AB-10255,Alejandro Ballentine,Home Office,US,New York City,New York,10009,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2,0.00,18.21,208.3%
8090,US-2015-117492,07-08-2015,08-09-2015,Standard Class,NW-18400,Natalie Webber,Consumer,US,New York City,New York,10024,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,3,0.00,30.19,263.1%
4466,CA-2015-163895,07-08-2015,08-11-2015,Standard Class,BD-11605,Brian Dahlen,Consumer,US,Monroe,Louisiana,71203,South,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,29.16,2,0.00,10.79,270.3%
6186,CA-2015-138331,07-08-2015,08-12-2015,Second Class,MS-17770,Maxwell Schwartz,Consumer,US,Columbus,Ohio,43229,East,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.18,2,0.20,1.15,798.3%
5100,CA-2015-141936,07-08-2015,08-12-2015,Standard Class,JL-15835,John Lee,Consumer,US,Charlotte,North Carolina,28205,South,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,67.34,6,0.20,7.58,888.4%
4395,CA-2014-142965,07-08-2015,20-07-2014,Same Day,TP-21415,Tom Prescott,Consumer,US,Seattle,Washington,98115,West,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,12.96,2,0.00,6.35,204.1%
4396,CA-2014-142965,07-08-2015,20-07-2014,First Class,SC-20380,Shahid Collister,Consumer,US,Boise,Idaho,83704,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,0.00,37.79,238.1%
5969,CA-2014-141726,07-08-2015,22-07-2014,Standard Class,MP-17965,Michael Paige,Corporate,US,Bristol,Tennessee,37620,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.81,3,0.70,-1.97,-142.6%
5970,CA-2014-141726,07-08-2015,22-07-2014,Standard Class,TB-21595,Troy Blackwell,Consumer,US,Milwaukee,Wisconsin,53209,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,5,0.00,60.36,1249.9%
5971,CA-2014-141726,07-08-2015,22-07-2014,Second Class,KL-16645,Ken Lonsdale,Consumer,US,Springfield,Oregon,97477,West,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",27.79,3,0.20,10.42,266.7%
5972,CA-2014-141726,07-08-2015,22-07-2014,Standard Class,AT-10735,Annie Thurman,Consumer,US,New York City,New York,10009,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0.00,41.68,400.0%
7229,CA-2014-157546,07-08-2015,22-07-2014,Standard Class,AT-10735,Annie Thurman,Consumer,US,New York City,New York,10009,East,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,24.82,3,0.20,8.38,296.2%
7230,CA-2014-157546,07-08-2015,22-07-2014,Standard Class,AT-10735,Annie Thurman,Consumer,US,New York City,New York,10009,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,2,0.00,27.36,454.5%
8130,CA-2014-127866,07-08-2015,23-07-2014,Second Class,CV-12805,Cynthia Voltz,Corporate,US,Los Angeles,California,90045,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,167.98,3,0.20,10.5,1599.8%
8131,CA-2014-127866,07-08-2015,23-07-2014,Second Class,CV-12805,Cynthia Voltz,Corporate,US,Los Angeles,California,90045,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53,3,0.00,47.1,232.5%
8132,CA-2014-127866,07-08-2015,23-07-2014,Second Class,CV-12805,Cynthia Voltz,Corporate,US,Los Angeles,California,90045,West,OFF-LA-10004345,Office Supplies,Labels,Avery 493,9.82,2,0.00,4.81,204.2%
8133,CA-2014-127866,07-08-2015,23-07-2014,First Class,CP-12085,Cathy Prescott,Corporate,US,Norwich,Connecticut,6360,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34,1,0.00,5.56,204.0%
3076,CA-2014-143903,07-08-2015,24-07-2014,Standard Class,EM-14140,Eugene Moren,Home Office,US,Superior,Wisconsin,54880,Central,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal-Nickel-Tone Document Frame, 5 x 7",47.40,5,0.00,21.33,222.2%
3077,CA-2014-143903,07-08-2015,24-07-2014,Standard Class,EM-14140,Eugene Moren,Home Office,US,Superior,Wisconsin,54880,Central,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,49.76,4,0.00,13.93,357.2%
3078,CA-2014-143903,07-08-2015,24-07-2014,Standard Class,EM-14140,Eugene Moren,Home Office,US,Superior,Wisconsin,54880,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,2,0.00,1.45,383.4%
2931,CA-2015-168564,08-08-2015,08-08-2015,Standard Class,SC-20695,Steve Chapman,Corporate,US,Detroit,Michigan,48227,Central,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114.20,5,0.00,52.53,217.4%
2932,CA-2015-168564,08-08-2015,08-08-2015,Second Class,KB-16585,Ken Black,Corporate,US,Hialeah,Florida,33012,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,1013.83,9,0.20,101.38,1000.0%
2933,CA-2015-168564,08-08-2015,08-08-2015,Second Class,KB-16585,Ken Black,Corporate,US,Hialeah,Florida,33012,South,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1-4"" Capacity, Black",1.98,2,0.20,0.67,295.5%
6661,CA-2015-129322,08-08-2015,08-10-2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,US,Saint Petersburg,Florida,33710,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor-Drawer Files,516.96,4,0.20,-6.46,-8002.5%
6662,CA-2015-129322,08-08-2015,08-10-2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,US,Saint Petersburg,Florida,33710,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1-2",173.21,7,0.20,45.47,380.9%
6663,CA-2015-129322,08-08-2015,08-10-2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,US,Saint Petersburg,Florida,33710,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,4.45,2,0.20,0.33,1348.5%
9889,CA-2015-127544,08-08-2015,08-12-2015,Standard Class,JL-15835,John Lee,Consumer,US,Charlotte,North Carolina,28205,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2624.99,3,0.50,-944.99,-277.8%
9733,CA-2014-114321,08-08-2015,25-08-2014,Second Class,SC-20725,Steven Cartwright,Consumer,US,Los Angeles,California,90045,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",10.90,3,0.20,3.95,275.9%
9734,CA-2014-114321,08-08-2015,25-08-2014,Second Class,SC-20725,Steven Cartwright,Consumer,US,Los Angeles,California,90045,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.54,2,0.20,2.88,296.5%
9735,CA-2014-114321,08-08-2015,25-08-2014,Standard Class,PS-18970,Paul Stevenson,Home Office,US,Seattle,Washington,98105,West,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3-4 x 5-1-8, 10-Pack",30.58,6,0.20,10.32,296.3%
5800,CA-2014-166716,08-08-2015,25-08-2014,Standard Class,PS-18970,Paul Stevenson,Home Office,US,Seattle,Washington,98105,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12-Pack",13.02,7,0.00,0.39,3338.5%
1580,CA-2015-131338,09-08-2015,08-12-2015,Standard Class,MC-18130,Mike Caudle,Corporate,US,Seattle,Washington,98115,West,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0.00,24.98,370.4%
1581,CA-2015-131338,09-08-2015,08-12-2015,Standard Class,ND-18460,Neil Ducich,Corporate,US,Chandler,Arizona,85224,West,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,73.92,1,0.50,-45.83,-161.3%
1582,CA-2015-131338,09-08-2015,08-12-2015,Standard Class,FA-14230,Frank Atkinson,Corporate,US,Long Beach,California,90805,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0.00,3.58,200.0%
1583,CA-2015-131338,09-08-2015,08-12-2015,Same Day,JK-15640,Jim Kriz,Home Office,US,San Francisco,California,94110,West,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67,3,0.00,0.11,5154.5%
1584,CA-2015-131338,09-08-2015,08-12-2015,Same Day,BS-11365,Bill Shonely,Corporate,US,New York City,New York,10011,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,887.10,7,0.10,177.42,500.0%
1585,CA-2015-131338,09-08-2015,08-12-2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,US,Franklin,Massachusetts,2038,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58,2,0.00,3.03,217.2%
1586,CA-2015-131338,09-08-2015,08-12-2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,US,Franklin,Massachusetts,2038,East,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3,0.00,59.01,208.3%
1587,CA-2015-131338,09-08-2015,08-12-2015,Standard Class,KN-16450,Kean Nguyen,Corporate,US,Dallas,Texas,75220,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax-Phone Line Protection",48.63,2,0.80,-121.58,-40.0%
1588,CA-2015-131338,09-08-2015,08-12-2015,Standard Class,BT-11680,Brian Thompson,Consumer,US,Clinton,Maryland,20735,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.80,4,0.00,5.06,312.3%
1589,CA-2015-131338,09-08-2015,08-12-2015,Standard Class,BT-11680,Brian Thompson,Consumer,US,Clinton,Maryland,20735,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,464.97,3,0.00,209.24,222.2%
5035,CA-2015-103954,09-08-2015,13-08-2015,Standard Class,PJ-18835,Patrick Jones,Corporate,US,Rockford,Illinois,61107,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.02,6,0.20,13.78,275.9%
3257,CA-2015-155453,09-08-2015,14-08-2015,Standard Class,KL-16645,Ken Lonsdale,Consumer,US,Detroit,Michigan,48205,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,635.96,4,0.00,165.35,384.6%
7124,CA-2015-128013,09-08-2015,16-08-2015,Standard Class,MP-17965,Michael Paige,Corporate,US,Lawrence,Massachusetts,1841,East,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,32.70,3,0.00,8.5,384.7%
7125,CA-2015-128013,09-08-2015,16-08-2015,Standard Class,JS-16030,Joy Smith,Consumer,US,San Francisco,California,94122,West,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,39.62,3,0.20,13.87,285.7%
226,CA-2015-163055,09-08-2015,16-08-2015,Second Class,HH-15010,Hilary Holden,Corporate,US,San Francisco,California,94110,West,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,2,0.00,4.3,208.4%
227,CA-2015-163055,09-08-2015,16-08-2015,Second Class,HH-15010,Hilary Holden,Corporate,US,San Francisco,California,94110,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.50,10,0.00,15.12,208.3%
228,CA-2015-163055,09-08-2015,16-08-2015,Second Class,HH-15010,Hilary Holden,Corporate,US,San Francisco,California,94110,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2,0.00,10.39,294.1%
8867,CA-2014-120411,09-08-2015,23-09-2014,Standard Class,CJ-12010,Caroline Jumper,Consumer,US,Houston,Texas,77070,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,39.99,1,0.20,7,571.3%
8868,CA-2014-120411,09-08-2015,23-09-2014,Standard Class,CJ-12010,Caroline Jumper,Consumer,US,Houston,Texas,77070,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",211.25,2,0.30,-66.39,-318.2%
9394,CA-2014-125997,09-08-2015,23-09-2014,Standard Class,CV-12805,Cynthia Voltz,Corporate,US,Fort Worth,Texas,76106,Central,OFF-LA-10001158,Office Supplies,Labels,"Avery Address-Shipping Labels for Typewriters, 4"" x 2""",33.12,4,0.20,11.59,285.8%
9395,CA-2014-125997,09-08-2015,23-09-2014,Standard Class,CV-12805,Cynthia Voltz,Corporate,US,Fort Worth,Texas,76106,Central,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,220.27,4,0.32,-42.11,-523.1%
9396,CA-2014-125997,09-08-2015,23-09-2014,Standard Class,HM-14980,Henry MacAllister,Consumer,US,Seattle,Washington,98105,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,139.58,7,0.00,39.08,357.2%
9397,CA-2014-125997,09-08-2015,23-09-2014,First Class,AP-10915,Arthur Prichep,Consumer,US,Los Angeles,California,90045,West,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,4,0.00,33.46,370.4%
9398,CA-2014-125997,09-08-2015,23-09-2014,First Class,AP-10915,Arthur Prichep,Consumer,US,Los Angeles,California,90045,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,12.39,3,0.00,5.7,217.4%
9399,CA-2014-125997,09-08-2015,23-09-2014,First Class,AP-10915,Arthur Prichep,Consumer,US,Los Angeles,California,90045,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.30,2,0.00,12.3,384.6%
8956,CA-2014-126480,09-08-2015,24-09-2014,First Class,BM-11650,Brian Moss,Corporate,US,Milwaukee,Wisconsin,53209,Central,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73,9,0.00,56.05,256.4%
5237,CA-2014-166744,09-08-2015,24-09-2014,Second Class,RP-19390,Resi Pölking,Consumer,US,New York City,New York,10011,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,6.99,3,0.00,2.03,344.3%
5238,CA-2014-166744,09-08-2015,24-09-2014,Second Class,RP-19390,Resi Pölking,Consumer,US,New York City,New York,10011,East,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",107.42,6,0.20,36.26,296.2%
5239,CA-2014-166744,09-08-2015,24-09-2014,Standard Class,BD-11320,Bill Donatelli,Consumer,US,Los Angeles,California,90045,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,117.49,7,0.20,41.12,285.7%
2218,CA-2014-151953,09-08-2015,25-09-2014,Standard Class,KN-16705,Kristina Nunn,Home Office,US,Seattle,Washington,98105,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray-Charcoal",1137.75,5,0.00,250.31,454.5%
126,US-2014-134614,09-08-2015,25-09-2014,Standard Class,KN-16705,Kristina Nunn,Home Office,US,Seattle,Washington,98105,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,99.68,5,0.20,32.4,307.7%
4241,CA-2014-133704,09-08-2015,26-09-2014,Standard Class,HM-14860,Harry Marie,Corporate,US,Seattle,Washington,98103,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,7.40,2,0.00,3.03,244.2%
4242,CA-2014-133704,09-08-2015,26-09-2014,Standard Class,CS-12400,Christopher Schild,Home Office,US,Fargo,North Dakota,58103,Central,OFF-AR-10004707,Office Supplies,Art,Staples in misc. colors,2.48,1,0.00,0.87,285.1%
794,CA-2014-156433,09-08-2015,26-09-2014,Standard Class,CS-12400,Christopher Schild,Home Office,US,Fargo,North Dakota,58103,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,25.90,5,0.00,12.69,204.1%
795,CA-2014-156433,09-08-2015,26-09-2014,Standard Class,GH-14665,Greg Hansen,Consumer,US,Round Rock,Texas,78664,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.17,2,0.20,2.72,998.9%
6554,CA-2014-137092,10-08-2015,22-10-2014,First Class,BD-11620,Brian DeCherney,Consumer,US,San Francisco,California,94122,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.85,4,0.20,12.18,1599.8%
6555,CA-2014-137092,10-08-2015,22-10-2014,Second Class,PS-19045,Penelope Sewall,Home Office,US,Sterling Heights,Michigan,48310,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,79.36,4,0.00,20.63,384.7%
6556,CA-2014-137092,10-08-2015,22-10-2014,Standard Class,TC-20980,Tamara Chand,Corporate,US,Lafayette,Indiana,47905,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,32.48,2,0.00,4.87,666.9%
6557,CA-2014-137092,10-08-2015,22-10-2014,Standard Class,TC-20980,Tamara Chand,Corporate,US,Lafayette,Indiana,47905,Central,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,17499.95,5,0.00,8399.98,208.3%
6558,CA-2014-137092,10-08-2015,22-10-2014,Standard Class,TC-20980,Tamara Chand,Corporate,US,Lafayette,Indiana,47905,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0.00,331.19,222.2%
6537,CA-2014-169684,10-08-2015,23-10-2014,Standard Class,AH-10690,Anna Häberlin,Corporate,US,Coral Gables,Florida,33134,South,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,3,0.20,19.76,266.6%
6538,CA-2014-169684,10-08-2015,23-10-2014,Standard Class,AH-10690,Anna Häberlin,Corporate,US,Coral Gables,Florida,33134,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,11.57,3,0.20,2.6,445.0%
47,CA-2014-146703,10-08-2015,25-10-2014,Standard Class,LT-17110,Liz Thompson,Consumer,US,Bloomington,Illinois,61701,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.18,4,0.80,-7.76,-66.8%
7311,CA-2015-121699,10-08-2015,14-08-2015,Standard Class,KL-16645,Ken Lonsdale,Consumer,US,Detroit,Michigan,48205,Central,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,118.99,1,0.00,33.32,357.1%
1616,CA-2015-130022,10-08-2015,16-08-2015,Second Class,HH-15010,Hilary Holden,Corporate,US,San Francisco,California,94110,West,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24.37,2,0.20,-3.35,-727.5%
1617,CA-2015-130022,10-08-2015,16-08-2015,Standard Class,RD-19480,Rick Duston,Consumer,US,Houston,Texas,77095,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod-iPhone-iPad-iPad 2-iPad 3,16.68,3,0.20,5.21,320.2%
1618,CA-2015-130022,10-08-2015,16-08-2015,Second Class,FO-14305,Frank Olsen,Consumer,US,Hollywood,Florida,33021,South,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,32.06,6,0.20,11.22,285.7%
6644,US-2015-156496,10-08-2015,16-08-2015,Standard Class,TH-21550,Tracy Hopkins,Home Office,US,Burlington,North Carolina,27217,South,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1633.19,4,0.70,-1306.55,-125.0%
6645,US-2015-156496,10-08-2015,16-08-2015,Standard Class,AB-10105,Adrian Barton,Consumer,US,Henderson,Kentucky,42420,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.00,213.69,384.6%
6646,US-2015-156496,10-08-2015,16-08-2015,Standard Class,AB-10105,Adrian Barton,Consumer,US,Henderson,Kentucky,42420,South,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,21.96,2,0.00,10.76,204.1%
7551,CA-2014-140396,11-08-2015,25-11-2014,Standard Class,PB-19150,Philip Brown,Consumer,US,Los Angeles,California,90004,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.80,5,0.20,38.38,1000.0%
7552,CA-2014-140396,11-08-2015,25-11-2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,US,Alexandria,Virginia,22304,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.20,5,0.00,12.18,666.7%
7553,CA-2014-140396,11-08-2015,25-11-2014,First Class,JM-15580,Jill Matthias,Consumer,US,Baltimore,Maryland,21215,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,25.06,2,0.00,11.78,212.7%
